date,region,SST,fish_density,chlorophyll
2022-01-01,North,133.26,109.09157076505616,30.21433522478254
2022-01-02,North,142.38,113.21267849414407,34.96601062575456
2022-01-03,North,136.82,112.69444269050346,31.97460540776664
2022-01-04,North,131.84,113.08714928204013,31.239623645783006
2022-01-05,North,118.51,93.63723312638332,28.885504968896747
2022-01-06,North,120.76,95.4373152152541,29.656480792853355
2022-01-07,North,128.39,110.60806407753695,30.44554191375608
2022-01-08,North,134.49,111.42917364576456,32.32742636634106
2022-01-09,North,128.02,100.06862807032525,33.76023611512437
2022-01-10,North,140.46,115.08080021792983,35.062899371230436
2022-01-11,North,131.15,102.60291153593771,32.9683091849938
2022-01-12,North,114.08,88.93535123214872,26.904920947952263
2022-01-13,North,121.54,98.44181135783019,27.529518343543355
2022-01-14,North,127.82,92.68959877671101,32.474601116475505
2022-01-15,North,135.88,100.07941083743485,33.92809358505959
2022-01-16,North,130.67,101.72456235379514,34.07934135150197
2022-01-17,North,132.85,101.21584439832789,30.36203874806154
2022-01-18,North,130.35,105.85123666297638,30.610902689279307
2022-01-19,North,134.79,103.29187962239394,28.67903167494913
2022-01-20,North,125.93,93.68248149332355,29.40105778787826
2022-01-21,North,132.43,113.27224384460779,33.479141021158895
2022-01-22,North,137.11,108.55911849756734,31.48900924154361
2022-01-23,North,138.65,111.25764102343963,34.010959590401654
2022-01-24,North,141.02,105.69225906893273,32.82299378800438
2022-01-25,North,129.1,100.55808637737408,31.46811405644312
2022-01-26,North,119.1,95.83461294854933,26.524617220368665
2022-01-27,North,119.14,89.55703211288849,28.998418899267804
2022-01-28,North,131.3,106.91849009172839,25.27772805819856
2022-01-29,North,137.3,106.836806550406,32.08620768367604
2022-01-30,North,141.92,112.07753125103362,30.12305351256972
2022-01-31,North,135.43,105.33546693885302,34.49798903309363
2022-02-01,North,129.88,113.16539092254469,32.530814705529025
2022-02-02,North,116.24,92.92451387631033,29.181341963932162
2022-02-03,North,130.0,98.71144535522049,34.04201245431876
2022-02-04,North,146.29,121.14472456051594,32.36016695835033
2022-02-05,North,146.23,110.87978175014489,37.74072639583112
2022-02-06,North,143.32,115.70031797502378,35.52838312852077
2022-02-07,North,141.27,103.21764938060115,32.780889425562115
2022-02-08,North,123.18,91.90306975550786,31.90724029436589
2022-02-09,North,114.94,92.93630617934562,25.77541297517673
2022-02-10,North,128.7,106.65233289997704,29.09097167694465
2022-02-11,North,130.0,104.85684140594985,29.7828205535206
2022-02-12,North,133.81,106.4697585880588,30.70404458387197
2022-02-13,North,138.12,108.99048152205357,30.510884714479495
2022-02-14,North,131.5,97.80739004816286,33.74616613419065
2022-02-15,North,129.19,99.75277895802645,30.32029119926034
2022-02-16,North,126.05,98.53680614520107,30.91500993671376
2022-02-17,North,129.55,108.9256111310946,29.769297267172643
2022-02-18,North,137.45,111.6780914478423,28.848793398902963
2022-02-19,North,144.61,106.87279922318635,34.46211471678285
2022-02-20,North,141.77,115.03641984697398,29.52949004916045
2022-02-21,North,134.32,105.53058859791842,31.726731907829063
2022-02-22,North,121.26,93.62338999847022,26.515369922334383
2022-02-23,North,128.93,106.20238144420435,34.760551998461615
2022-02-24,North,124.52,104.77099761247976,31.726725444349444
2022-02-25,North,131.21,109.62440059558101,31.453507582542965
